reachability,labels,min_samples,xi,min_cluster_size,fit
24.487970900451398,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.487970900451398,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.487970900451398,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
22.616275983763465,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
22.616275983763465,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
22.616275983763465,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.956469515535044,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
25.52818443335067,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
26.834161809922616,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
27.2303595305374,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
27.41613711201268,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
27.39164067337944,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
26.24070272148326,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.441318030481774,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.441318030481774,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.441318030481774,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.441318030481774,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.441318030481774,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.441318030481774,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
24.441318030481774,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
26.24070272148326,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
26.24070272148326,-1,10,0.1,40,"OPTICS(min_cluster_size=40, min_samples=10, xi=0.1)"
